batter,pressure_score,impact_score,batsman_runs,clutch_index
R Ninan,3.6666666666666665,3.0833333333333335,3,3.3000000000000003
Kamran Khan,1.6,5.1,3,3.2800000000000002
IS Sodhi,2.611111111111111,2.0555555555555554,7,3.2666666666666666
Krish Bhagat,2.4761904761904763,0.6666666666666666,10,3.257142857142857
OC McCoy,3.4,0.7,8,3.24
B Laughlin,2.3076923076923075,3.269230769230769,5,3.230769230769231
JE Root,0.6666666666666666,2.3333333333333335,10,3.2
AA Noffke,0.5,2.9583333333333335,9,3.1833333333333336
X Thalaivan Sargunam,1.1764705882352942,1.7647058823529411,10,3.1764705882352944
MS Bhandage,1.25,6.0,1,3.1000000000000005
B Stanlake,3.0,2.25,5,3.1
I Malhotra,3.0,1.125,7,3.0500000000000003
TD Paine,0.6206896551724138,1.9310344827586208,10,3.020689655172414
SB Joshi,1.125,3.125,6,2.9000000000000004
SM Harwood,3.2857142857142856,-0.6785714285714286,9,2.8428571428571425
V Viyaskanth,3.0,0.6,7,2.8400000000000003
BR Sharath,1.0,5.1,2,2.84
D Kalyankrishna,3.75,1.8125,3,2.825
CJ McKay,0.6666666666666666,2.1333333333333333,8,2.72
RS Sodhi,3.5,1.25,4,2.7
DS Rathi,3.6666666666666665,1.4444444444444444,3,2.644444444444445
SH Johnson,2.909090909090909,-0.36363636363636365,8,2.618181818181818
DM Bravo,3.4,0.1,6,2.6000000000000005
KMDN Kulasekara,3.0,1.0,5,2.6
A Tomar,1.125,3.3125,4,2.575
DA Payne,3.0,0.3,6,2.5200000000000005
UA Birla,0.8,1.9666666666666666,7,2.506666666666667
BA Bhatt,3.857142857142857,-0.6428571428571429,6,2.4857142857142858
PSP Handscomb,0.6666666666666666,2.5,6,2.466666666666667
Younis Khan,0.8571428571428571,3.7857142857142856,3,2.4571428571428573
S Ladda,2.2,3.9,0,2.4400000000000004
Akash Madhwal,2.357142857142857,-0.32142857142857145,8,2.4142857142857146
DP Nannes,2.923076923076923,0.9230769230769231,4,2.3384615384615386
KS Rathore,1.4,4.3,0,2.28
JP Behrendorff,3.3333333333333335,-0.6666666666666666,6,2.266666666666667
PP Hinge,1.2222222222222223,2.6666666666666665,3,2.155555555555556
Shoaib Akhtar,1.625,2.6875,2,2.125
Mukesh Choudhary,1.5,0.75,6,2.1000000000000005
RS Gavaskar,1.0,3.0,2,2.0
A Dananjaya,3.4,-0.5,4,1.9600000000000002
Fazalhaq Farooqi,3.6666666666666665,-1.3333333333333333,5,1.9333333333333336
Prince Yadav,3.4166666666666665,-1.0833333333333333,5,1.9333333333333333
SS Shaikh,0.5714285714285714,1.0,6,1.8285714285714287
T Natarajan,3.4285714285714284,-0.8571428571428571,4,1.8285714285714285
S Tyagi,3.25,-0.5,3,1.7000000000000002
Mashrafe Mortaza,3.5,-0.25,2,1.7000000000000002
JE Taylor,3.25,-0.5,3,1.7000000000000002
N Burger,3.4,-0.8,3,1.6400000000000001
ND Doshi,4.153846153846154,-0.15384615384615385,0,1.6000000000000003
RG More,3.0,0.0,2,1.6
RJ Gleeson,3.0,0.0,2,1.6
RJW Topley,3.5,-1.0,3,1.6
Mohammad Ashraful,0.75,1.9583333333333333,2,1.4833333333333334
Shivam Singh,3.3333333333333335,-0.6666666666666666,2,1.4666666666666668
Abdul Basith,3.0,0.0,1,1.4000000000000001
SZ Mulani,3.0,0.0,1,1.4000000000000001
NJ Rimmington,3.0,0.0,1,1.4000000000000001
DP Vijaykumar,3.0,0.0,1,1.4000000000000001
PVSN Raju,3.0,0.0,1,1.4000000000000001
Brijesh Sharma,3.5,-1.0,2,1.4
T Shamsi,3.5,-1.0,2,1.4
PM Sarvesh Kumar,3.5,-1.0,1,1.2
Mohit Rathee,3.5,-1.0,1,1.2
LB Williams,3.5,-1.0,1,1.2
HF Gurney,3.8,-1.6,1,1.0799999999999998
Ashwani Kumar,3.8333333333333335,-1.6666666666666667,1,1.0666666666666667
P Parameswaran,3.3333333333333335,-1.1666666666666667,1,1.0666666666666667
E Malinga,2.7,-1.05,2,1.06
Y Prithvi Raj,4.0,-2.0,0,0.8
L Ablish,4.0,-2.0,0,0.8
Abdur Razzak,4.0,-2.0,0,0.8
KR Sen,4.0,-2.0,0,0.8
Mayank Dagar,4.0,-2.0,0,0.8
U Kaul,4.0,-2.0,0,0.8
K Yadav,4.0,-2.0,0,0.8
YA Abdulla,3.0,-1.5,0,0.6000000000000001
Ashok Sharma,1.2,-0.3,1,0.56
