batter,batsman_runs,impact_score,pressure_score,momentum,is_wicket,player_rating
N Pooran,2477,2.877044025157233,1.4037735849056603,1.3880503144654088,79,868.2276257861636
JH Kallis,2427,2.178524661719773,0.7634220864251419,0.9262330859886513,89,850.3325621999127
DR Smith,2385,2.762895174708819,0.6888519134775375,1.1702717692734332,81,835.8125485302274
SR Tendulkar,2334,2.264187866927593,0.6340508806262231,1.0675146771037183,71,817.8063600782777
Abhishek Sharma,2297,3.449402670414617,0.7196064652143359,1.4392129304286718,79,805.2441145467322
B Sai Sudharsan,2294,2.580545229244114,0.5588599752168525,1.3451053283767038,47,803.9259293680298
RA Tripathi,2291,2.917691857059168,0.7100175746924429,1.1470415934387814,86,802.9508347978909
MP Stoinis,2205,2.6143497757847536,1.5073670723894939,1.244714926329276,78,772.95400384369
R Dravid,2174,2.375391032325339,0.656934306569343,0.9827945776850886,77,761.8217935349322
D Padikkal,2173,2.7839650145772596,0.6239067055393586,1.1043731778425656,82,761.5916472303207
KS Williamson,2132,2.2517301038062283,0.8863898500576701,1.1084198385236448,59,747.1618944636677
