batter,batsman_runs,impact_score,pressure_score,momentum,is_wicket,player_rating
AJ Finch,2092,2.6910377358490565,0.7948113207547169,1.0731132075471699,84,733.2463443396225
AC Gilchrist,2069,2.9360128617363346,0.5633440514469453,1.180064308681672,76,725.2326848874598
JP Duminy,2029,1.8955357142857143,1.2904761904761906,1.1226190476190476,49,711.1065029761905
S Dube,2024,2.465194109772423,1.3427041499330656,1.2275769745649263,66,709.5303547523426
AR Patel,2016,2.59823677581864,1.6977329974811084,1.0308564231738035,98,706.7952770780855
H Klaasen,1988,2.670255183413078,1.2496012759170654,1.4609250398724083,46,697.0096690590111
MEK Hussey,1977,2.2575849514563107,0.6614077669902912,1.0946601941747574,52,692.865609830097
KH Pandya,1897,2.602642276422764,1.4959349593495934,1.0738482384823849,84,665.1146172086719
PP Shaw,1892,3.3444360333081,0.522331566994701,1.194549583648751,77,663.3794852384557
SP Narine,1820,3.9397283531409166,0.9151103565365025,1.268251273344652,98,638.4216044142614
DPMD Jayawardene,1808,2.3751642575558476,0.9159001314060446,1.057161629434954,64,633.7884034165571
R Parag,1777,2.7241379310344827,1.2804597701149425,1.1563218390804597,69,623.1183908045975
